Internal Name,Localized Name,Item Type,Description,Source Mod
"iron_floor_1x1_v2","Cage Floor 1x1","Piece","","Valheim"
"iron_floor_2x2","Cage Floor 2x2","Piece","","Valheim"
"iron_wall_1x1","Cage Wall 1x1","Piece","","Valheim"
"iron_wall_2x2","Cage Wall 2x2","Piece","","Valheim"
"piece_dvergr_metal_wall_2x2","Dvergr Metal Wall","Piece","","Valheim"
"woodiron_pole","Wood Iron Pole","Piece","","Valheim"
"woodiron_beam","Wood Iron Beam","Piece","","Valheim"
"woodiron_beam_26","Wood Iron Beam 26°","Piece","","Valheim"
"woodiron_beam_45","Wood Iron Beam 45°","Piece","","Valheim"
"iron_grate","Iron Gate","Piece","","Valheim"
"piece_trap_troll","Trap","Piece","","Valheim"
"piece_turret","Ballista","Piece","$piece_turret_description","Valheim"
"bed","Bed","Piece","","Valheim"
"piece_bed02","Dragon Bed","Piece","","Valheim"
"ashwood_bed","Ashwood Bed","Piece","","Valheim"
"piece_chest_wood","Chest","Piece","","Valheim"
"piece_chest","Reinforced Chest","Piece","","Valheim"
"piece_chest_private","Personal Chest","Piece","","Valheim"
"piece_chest_blackmetal","Black Metal Chest","Piece","","Valheim"
"piece_chest_barrel","Barrel","Piece","","Valheim"
"piece_chair","Stool","Piece","","Valheim"
"piece_chair02","Wood Chair","Piece","","Valheim"
"piece_chair03","Darkwood Chair","Piece","","Valheim"
"piece_bench01","Wood Bench","Piece","","Valheim"
"piece_logbench01","Sitting Log","Piece","","Valheim"
"piece_blackmarble_bench","Black Marble Bench","Piece","","Valheim"
"piece_throne01","Raven Throne","Piece","","Valheim"
"piece_throne02","Stone Throne","Piece","","Valheim"
"piece_blackmarble_throne","Black Marble Throne","Piece","","Valheim"
"piece_bone_throne","Bone Throne","Piece","","Valheim"
"piece_table","Table","Piece","","Valheim"
"piece_table_round","Round Table","Piece","","Valheim"
"piece_table_oak","Long Heavy Table","Piece","","Valheim"
"piece_blackmarble_table","Black Marble Table","Piece","","Valheim"
"piece_walltorch","Sconce","Piece","","Valheim"
"piece_groundtorch","Standing Iron Torch","Piece","","Valheim"
"piece_groundtorch_wood","Standing Wood Torch","Piece","","Valheim"
"piece_groundtorch_green","Standing Green-burning Iron Torch","Piece","","Valheim"
"piece_groundtorch_blue","Standing Blue-burning Iron Torch","Piece","","Valheim"
"piece_groundtorch_mist","Wisp Torch","Piece","","Valheim"
"piece_brazierfloor01","Standing Brazier","Piece","","Valheim"
"piece_brazierfloor02","Blue Standing Brazier","Piece","","Valheim"
"piece_brazierceiling01","Hanging Brazier","Piece","","Valheim"
"Candle_resin","Resin Candle","Piece","","Valheim"
"piece_Lavalantern","Lava Lantern","Piece","","Valheim"
"portal_wood","Portal","Piece","$piece_portal_description","Valheim"
"portal_stone","Portal – Stone","Piece","$piece_portal_stone_description","Valheim"
"guard_stone","Ward","Piece","$piece_guardstone_description","Valheim"
"Cart","Cart","Piece","","Valheim"
"VikingShip_Ashlands","Drakkar","Piece","","Valheim"
"VikingShip","Longship","Piece","","Valheim"
"Raft","Raft","Piece","","Valheim"
"Karve","Karve","Piece","","Valheim"
"itemstand","Item Stand","Piece","$piece_vertical","Valheim"
"itemstandh","Item Stand","Piece","$piece_horizontal","Valheim"
"sign","Sign","Piece","","Valheim"
"rug_fur","Lox Rug","Piece","","Valheim"
"rug_wolf","Wolf Rug","Piece","","Valheim"
"rug_deer","Deer Rug","Piece","","Valheim"
"jute_carpet","Red Jute Carpet","Piece","","Valheim"
"jute_carpet_blue","Blue Jute Carpet","Piece","","Valheim"
"rug_hare","Hare Rug","Piece","","Valheim"
"rug_asksvin","Asksvin Rug","Piece","","Valheim"
"rug_straw","Straw","Piece","","Valheim"
"piece_banner01","Black Banner","Piece","","Valheim"
"piece_banner02","Blue Banner","Piece","","Valheim"
"piece_banner03","White and Red Striped Banner","Piece","","Valheim"
"piece_banner04","Red Banner","Piece","","Valheim"
"piece_banner05","Green Banner","Piece","","Valheim"
"piece_banner06","Blue"," Red and White Banner","Piece","","Valheim"
"piece_banner07","White and Blue Striped Banner","Piece","","Valheim"
"piece_banner08","Yellow Banner","Piece","","Valheim"
"piece_banner09","Purple Banner","Piece","","Valheim"
"piece_banner10","Orange Banner","Piece","","Valheim"
"piece_banner11","White Banner","Piece","","Valheim"
"piece_cloth_hanging_door","Red Jute Curtain","Piece","","Valheim"
"piece_cloth_hanging_door_blue","Blue Jute Drapes","Piece","","Valheim"
"piece_cloth_hanging_door_blue2","Blue Jute Curtain","Piece","","Valheim"
"piece_beehive","Beehive","Piece","","Valheim"
"piece_sapcollector","Sap Extractor","Piece","$piece_sapcollector_description","Valheim"
"piece_MeadCauldron","Mead Ketill","Piece","$piece_craftingstation","Valheim"
"fermenter","Fermenter","Piece","","Valheim"
"piece_gift1","Yuleklapp","Piece","","Valheim"
"piece_gift2","Yuleklapp","Piece","","Valheim"
"piece_gift3","Yuleklapp","Piece","","Valheim"
"piece_xmastree","Yule Tree","Piece","","Valheim"
"piece_xmasgarland","Yule Garland","Piece","","Valheim"
"piece_xmascrown","Yule Wreath","Piece","","Valheim"
"piece_mistletoe","Mistletoe","Piece","","Valheim"
"piece_maypole","Maypole","Piece","","Valheim"
"piece_jackoturnip","Jack-o-turnip","Piece","","Valheim"
"piece_chest_treasure","Treasure Chest","Piece","","Valheim"
"treasure_pile","Coin Pile","Piece","","Valheim"
"treasure_stack","Coin Stack","Piece","","Valheim"
"piece_bathtub","Hot Tub","Piece","","Valheim"
"crystal_wall_1x1","Crystal Wall 1x1","Piece","","Valheim"
"piece_cartographytable","Cartography Table","Piece","","Valheim"
"incinerator","Obliterator","Piece","","Valheim"
"ArmorStand","Armour Stand","Piece","","Valheim"
"piece_magetable","Galdr Table","Piece","$piece_craftingstation","Valheim"
"piece_magetable_ext","Rune Table","Piece","$piece_magetable $piece_upgrade","Valheim"
"piece_magetable_ext2","Unfading Candles","Piece","$piece_magetable $piece_upgrade","Valheim"
"piece_magetable_ext3","Feathery Wreath","Piece","$piece_magetable $piece_upgrade","Valheim"
"piece_wisplure","Wisp Fountain","Piece","$piece_wisplure_description","Valheim"
"piece_dvergr_spiralstair","Dvergr Spiral Staircase Left","Piece","","Valheim"
"piece_dvergr_spiralstair_right","Dvergr Spiral Staircase Right","Piece","","Valheim"
"piece_dvergr_lantern","Dvergr Wall Lantern","Piece","","Valheim"
"piece_dvergr_lantern_pole","Dvergr Pole Lantern","Piece","","Valheim"
"piece_barber","Barber Station","Piece","$piece_barber_description","Valheim"
"BatteringRam","Battering Ram","Piece","","Valheim"
"Catapult","Catapult","Piece","","Valheim"
"piece_shieldgenerator","Shield Generator","Piece","$piece_shieldgenerator_description","Valheim"
"piece_pot3","Small Green Pot","Piece","","Valheim"
"piece_pot1","Medium Green Pot","Piece","","Valheim"
"piece_pot2","Large Green Pot","Piece","","Valheim"
"Piece_grausten_stone_ladder","Grausten Steep Stairs","Piece","","Valheim"
"piece_grausten_stonestair","Grausten Stairs","Piece","","Valheim"
"Piece_grausten_floor_1x1","Grausten Floor 1x1","Piece","","Valheim"
"Piece_grausten_floor_2x2","Grausten Floor 2x2","Piece","","Valheim"
"Piece_grausten_floor_4x4","Grausten Floor 4x4","Piece","","Valheim"
"Piece_grausten_pillarbase_small","Grausten Small Pillar","Piece","","Valheim"
"Piece_grausten_pillarbase_medium","Grausten Medium Pillar","Piece","","Valheim"
"Piece_grausten_pillarbase_tapered","Grausten Tapered Pillar","Piece","","Valheim"
"Piece_grausten_pillarbase_tapered_inverted","Grausten Tapered Pillar (Inverted)","Piece","","Valheim"
"Piece_grausten_pillarbeam_small","Grausten Small Beam","Piece","","Valheim"
"Piece_grausten_pillarbeam_medium","Grausten Medium Beam","Piece","","Valheim"
"Piece_grausten_pillar_arch_small","Grausten Small Arch","Piece","","Valheim"
"Piece_grausten_pillar_arch","Grausten Medium Arch","Piece","","Valheim"
"Piece_grausten_wall_arch","Grausten Wall Arch","Piece","","Valheim"
"Piece_grausten_wall_arch_inverted","Grausten Wall Arch (Inverted)","Piece","","Valheim"
"Piece_grausten_wall_1x2","Grausten Wall 1x2","Piece","","Valheim"
"Piece_grausten_wall_2x2","Grausten Wall 2x2","Piece","","Valheim"
"Piece_grausten_wall_4x2","Grausten Wall 4x2","Piece","","Valheim"
"Piece_grausten_window_2x2","Grausten Window 2x2","Piece","","Valheim"
"Piece_grausten_window_4x2","Grausten Window 4x2","Piece","","Valheim"
"piece_grausten_roof_45","Grausten Roof","Piece","","Valheim"
"piece_grausten_roof_45_corner","Grausten Roof Corner","Piece","","Valheim"
"piece_grausten_roof_45_corner2","Grausten Roof Corner","Piece","","Valheim"
"piece_grausten_roof_45_arch","Grausten Arched Roof","Piece","","Valheim"
"piece_grausten_roof_45_arch_corner","Grausten Arched Roof Corner","Piece","","Valheim"
"piece_grausten_roof_45_arch_corner2","Grausten Arched Roof Corner","Piece","","Valheim"
"flametal_gate","Flametal Gate","Piece","","Valheim"
"piece_blackwood_bench01","Ashwood Bench","Piece","","Valheim"
"ashwood_wall_2x2","Ashwood Wall","Piece","","Valheim"
"ashwood_halfwall_1x2","Ashwood Half Wall","Piece","","Valheim"
"ashwood_quarterwall_1x1","Ashwood Quarter Wall","Piece","","Valheim"
"ashwood_wall_arch","Ashwood Arched Wall","Piece","","Valheim"
"ashwood_decowall_2x2","Ashwood Decorative Wall","Piece","","Valheim"
"ashwood_decowall_tree","Ashwood Decorative Window","Piece","","Valheim"
"ashwood_decowall_divider","Ashwood Divider","Piece","","Valheim"
"ashwood_floor_2x2","Ashwood Floor 2x2","Piece","","Valheim"
"ashwood_floor_1x1","Ashwood Floor 1x1","Piece","","Valheim"
"ashwood_deco_floor","Ashwood Decorative Floor","Piece","","Valheim"
"ashwood_arch_big","Ashwood Arch","Piece","","Valheim"
"ashwood_beam_1m","Ashwood Beam 1 m","Piece","","Valheim"
"ashwood_beam_2m","Ashwood Beam 2 m","Piece","","Valheim"
"ashwood_pole_1m","Ashwood Pole 1 m","Piece","","Valheim"
"ashwood_pole_2m","Ashwood Pole 2 m","Piece","","Valheim"
"ashwood_wall_beam_26","Ashwood Beam 26°","Piece","","Valheim"
"ashwood_wall_cross_26","Ashwood Roof Cross 26°","Piece","","Valheim"
"ashwood_wall_beam_45","Ashwood Beam 45°","Piece","","Valheim"
"ashwood_wall_cross_45","Ashwood Roof Cross 45°","Piece","","Valheim"
"ashwood_wall_roof_26","Ashwood Wall 26°","Piece","","Valheim"
"ashwood_wall_roof_26_upsidedown","Ashwood Wall 26° (Inverted)","Piece","","Valheim"
"ashwood_wall_roof_45","Ashwood Wall 45°","Piece","","Valheim"
"ashwood_wall_roof_45_upsidedown","Ashwood Wall 45° (Inverted)","Piece","","Valheim"
"ashwood_stair","Ashwood Stair","Piece","","Valheim"
"ashwood_door","Ashwood Door","Piece","","Valheim"
"Placeable_HardRock","Mysterious Rock","Piece","$item_hardrock_description","Valheim"
"piece_asksvinskeleton","Asksvin Skeleton","Piece","","Valheim"
"Piece_flametal_pillar","Flametal Pillar","Piece","","Valheim"
"Piece_flametal_beam","Flametal Beam","Piece","","Valheim"
"BCA_CookingPot","Cooking Pot","Piece","","CookingAdditions"
"BCA_Griller","Griller","Piece","","CookingAdditions"
"BCA_LargeMeat_Griller","Large Meat Griller","Piece","","CookingAdditions"
"BCA_Crusher","Crusher","Piece","","CookingAdditions"
"BCA_DryingRack","Drying Rack","Piece","","CookingAdditions"
"BMR_SpellTable","Spell Table","Piece","$bmr_spell_table_description","MagicRevamp"
"BMR_BookShelf","Magic Book Shelf","Piece","$bmr_bookshelf_description","MagicRevamp"
"BMR_MagicCrystal","Magic Crystal","Piece","$bmr_magiccrystal_description","MagicRevamp"
"opalchemy","Zoe's Alchemy Table","Piece","$pp_alchemy_table_description","PotionsPlus"
"opcauldron","Potion Cauldron","Piece","$pp_potion_cauldron_description","PotionsPlus"
"Odins_Alchemy_Book","Annoyed Alchemy Book","Piece","$pp_alchemy_book_description","PotionsPlus"
"MercantShip","Merchant's boat","Piece","$mercant_ship_description","OdinShipPlus"
"CargoShipPlus","Cargo Ship","Piece","$cargo_shipplus_description","OdinShipPlus"
"BigCargoShipPlus","Big Cargo Ship","Piece","$big_cargo_shipplus_description","OdinShipPlus"
"CargoCaravel","Cargo Caravel","Piece","$cargo_caravel_description","OdinShipPlus"
"HugeCargoShip","Huge Cargo Ship","Piece","$huge_cargo_ship_description","OdinShipPlus"
"CargoAnimalShip","Huge Cargo Ship","Piece","$cargo_animal_ship_description","OdinShipPlus"
"RowingCanoe","Rowing canoe","Piece","$rowing_canoe_description","OdinShipPlus"
"DoubleRowingCanoe","Double rowing canoe","Piece","$double_rowing_canoe_description","OdinShipPlus"
"LittleBoat","Little Boat","Piece","$little_boat_description","OdinShipPlus"
"WarShip","War Ship","Piece","$warship_description","OdinShipPlus"
"Skuldelev","War Ship Skuldelev","Piece","$warship_skuldelev_description","OdinShipPlus"
"TaurusWarShip","Taurus War Ship","Piece","$piece_TaurusWarShip_description","OdinShipPlus"
"FastShipSkuldelev","Fast Ship Skuldelev","Piece","$fast_ship_skuldelev_description","OdinShipPlus"
"GoblinShip","Goblin Boat","Piece","$goblin_ship_description","OdinShipPlus"
"HerculeShip","Hercule Fishing boat","Piece","$hercule_fishing_ship_description","OdinShipPlus"
"PierCrane1","Decorative Pier Crane 1","Piece","$pier_crane_model1_description","OdinShipPlus"
"PierCrane2","Decorative Pier Crane 2","Piece","$pier_crane_model2_description","OdinShipPlus"
"ShipConstruction","Decorative Ship Construction","Piece","$ship_construction_description","OdinShipPlus"
"ShipConstruction1","Decorative Ship Construction 1","Piece","$ship_construction_model1_description","OdinShipPlus"
"ShipConstruction2","Decorative Ship Construction ","Piece","$ship_construction_model2_description","OdinShipPlus"
"PulleyCobia","Decorative Pulley Cobia","Piece","$pulley_cobia_description","OdinShipPlus"
"PulleyElephantSeal","Decorative Pulley Elephant Seal","Piece","$pulley_elephant_seal_description","OdinShipPlus"
"PulleyMarlin","Decorative Pulley Blue Marlin","Piece","$pulley_marlin_description","OdinShipPlus"
"Enguias","eels","Piece","$enguias_description","OdinShipPlus"
"Peixes","fish dryer","Piece","$peixes_description","OdinShipPlus"
"RedePesca","Fishing net","Piece","$rede_pesca_description","OdinShipPlus"
"Totem1","Decorative Totem 1","Piece","$totem1_description","OdinShipPlus"
"Totem2","Decorative Totem 2","Piece","$totem2_description","OdinShipPlus"
"Totem3","Decorative Totem 3","Piece","$totem3_description","OdinShipPlus"
"Totem4","Decorative Totem 4","Piece","$totem4_description","OdinShipPlus"
"OilPress","Oil extractor","Piece","$oil_press_description","OdinShipPlus"
"CarpentersTable","Carpenters Table","Piece","$carpenters_table_description","OdinShipPlus"
"CarpentersTable_ext1","Handsaw","Piece","$carpenters_table_extension_description","OdinShipPlus"
"FishingDock","Fishing Dock","Piece","$piece_FishingDock_description","OdinShipPlus"
"FletcherTable_TW","Fletcher table","Piece","$piece_fletchertable_description_TW","Warfare"
"FletcherTable_ext1_TW","Bow rack","Piece","$piece_fletchertable_ext1_description_TW","Warfare"
"FletcherTable_ext2_TW","Target dummy","Piece","$piece_fletchertable_ext2_description_TW","Warfare"
"FletcherTable_ext3_TW","Bow vise","Piece","$piece_fletchertable_ext3_description_TW","Warfare"
"FletcherTable_ext4_TW","Wood lathe","Piece","$piece_fletchertable_ext4_description_TW","Warfare"
"BlackForge_ext3_TW","Eitr-infused sharpening stone","Piece","$piece_blackforge_ext3_description_TW","Warfare"
"BlackForge_ext4_TW","Black anvil","Piece","$piece_blackforge_ext2_description_TW","Warfare"
"Armory_TW","Armory","Piece","$piece_armory_description_TW","Armory"
"rug_Fox_TW","Fox rug","Piece","$piece_rug_Fox_TW_description","Monstrum"
"rug_Rotten_TW","Rotten Rug","Piece","","Monstrum"
"rug_BlackBear_TW","Black bear rug","Piece","$piece_rug_BlackBear_TW_description","Monstrum"
"rug_GrizzlyBear_TW","Grizzly rug","Piece","$piece_rug_GrizzlyBear_TW_description","Monstrum"
"SmelterDwarven_TW","Dwarven Smelter","Piece","$piece_dwarvensmelter_description_TW","WarfareFireAndIce"
"YmirForge_TW","Ymir Forge","Piece","$piece_ymirforge_description_TW","WarfareFireAndIce"
"YmirForge_TanningRack_TW","Njord Tanning Rack","Piece","$piece_tanningrack_description_TW","WarfareFireAndIce"
"YmirForge_SmeltingVat_TW","Lokvyr Smelting Vat","Piece","$piece_smeltingvat_description_TW","WarfareFireAndIce"
"YmirForge_SmithMallet_TW","Thoradus Smithing Mallet","Piece","$piece_ymirforge_ext3_description_TW","WarfareFireAndIce"
"RuneSphere_TW","Rune Sphere","Piece","$piece_runesphere_description_TW","WarfareFireAndIce"
"BorealPine_wall_log_TW","Boreal log beam 2 m","Piece","","WarfareFireAndIce"
"BorealPine_wall_log_4_TW","Boreal log beam 4 m","Piece","","WarfareFireAndIce"
"BorealPine_log_TW","Boreal pole log 2 m","Piece","","WarfareFireAndIce"
"BorealPine_log_4x_TW","Boreal pole log 4 m","Piece","","WarfareFireAndIce"
"BorealPine_log_26_TW","Boreal log beam 26°","Piece","","WarfareFireAndIce"
"BorealPine_longlog_26_TW","Boreal long log beam 26°","Piece","","WarfareFireAndIce"
"BorealPine_log_45_TW","Boreal log beam 45°","Piece","","WarfareFireAndIce"
"BorealPine_longlog_45_TW","Boreal long log beam 45°","Piece","","WarfareFireAndIce"
"BannerMuspelheim_TW","Surtr banner","Piece","","WarfareFireAndIce"
"BannerJotunnheim_TW","Jotarr banner","Piece","","WarfareFireAndIce"
"rug_ArcticBear_TW","Ursa Rug","Piece","","MonstrumDeepNorth"
"rug_ArcticMammoth_TW","Pridetusk Rug","Piece","","MonstrumDeepNorth"
"WizardTable_TW","Wizard Table","Piece","$piece_wizardtable_description_TW","Wizardry"
"ArcaneAnvil_TW","Arcane Anvil","Piece","$piece_arcaneanvil_description_TW","Wizardry"
"WeavingLoom_TW","Cloth Weaving Loom","Piece","$piece_weavingloom_description_TW","Wizardry"
"PotionCauldron_TW","Potion Cauldron","Piece","$piece_potioncauldron_description_TW","Wizardry"
"WizardTable_ext2_TW","Ancient Spell Book","Piece","$piece_wizardtable_ext_description_TW","Wizardry"
"WizardTable_ext3_TW","Spell Cabinet","Piece","$piece_wizardtable_ext_description_TW","Wizardry"
"WizardTable_ext4_TW","Ritual Circle","Piece","$piece_wizardtable_ext_description_TW","Wizardry"
"mmo_fermenter","Magic Fermentor","Piece","$magicferm_description","EpicMMOSystem"
"kg_EnchantmentScrollStation","Enchantment Scroll Station","Piece","$kg_enchantment_scrollstation_description","Valheim Enchantment System"
